brand,model_number,image_url,product_url,image_source
Samsung,RF27CG5400SRAA,https://images.samsung.com/is/image/samsung/p6pim/us/rf27cg5400sraa/gallery/us-3door-counter-depth-french-door-large-capacity-with-spacemax-technology-523564-rf27cg5400sraa-549727127?$product-details-jpg$=,https://www.samsung.com/us/refrigerators/french-door/26-cu-ft-mega-capacity-counter-depth-3-door-french-door-refrigerator-with-four-types-of-ice-in-stainless-steel-sku-rf27cg5400sraa/,Samsung
